division_id,district_id,upazila,postOffice,postCode
6,32,Rangpur Sadar,Rangpur Cadet Colleg,5404
6,32,Rangpur Sadar,Rangpur Carmiecal Col,5405
6,32,Rangpur Sadar,Rangpur Sadar,5400
6,32,Rangpur Sadar,Rangpur Upa-Shahar,5401
6,32,Taraganj,Taraganj,5420
6,33,Baliadangi,Baliadangi,5140
6,33,Baliadangi,Lahiri,5141
6,33,Jibanpur,Jibanpur,5130
6,33,Pirganj,Pirganj,5110
6,33,Pirganj,Pirganj,5470
6,33,Rani Sankail,Nekmarad,5121
6,33,Rani Sankail,Rani Sankail,5120
6,33,Thakurgaon Sadar,Ruhia,5103
6,33,Thakurgaon Sadar,Shibganj,5102
6,33,Thakurgaon Sadar,Thakurgaon Road,5101
6,33,Thakurgaon Sadar,Thakurgaon Sadar,5100
7,51,Azmireeganj,Azmireeganj,3360
7,51,Bahubal,Bahubal,3310
7,51,Baniachang,Baniachang,3350
7,51,Baniachang,Jatrapasha,3351
7,51,Baniachang,Kadirganj,3352
7,51,Chunarughat,Chandpurbagan,3321
7,51,Chunarughat,Chunarughat,3320
7,51,Chunarughat,Narapati,3322
7,51,Hobiganj Sadar,Gopaya,3302
7,51,Hobiganj Sadar,Hobiganj Sadar,3300
7,51,Hobiganj Sadar,Shaestaganj,3301
7,51,Kalauk,Kalauk,3340
7,51,Kalauk,Lakhai,3341
7,51,Madhabpur,Itakhola,3331
7,51,Madhabpur,Madhabpur,3330
7,51,Madhabpur,Saihamnagar,3333
7,51,Madhabpur,Shahajibazar,3332
7,51,Nabiganj,Digalbak,3373
7,51,Nabiganj,Golduba,3372
7,51,Nabiganj,Goplarbazar,3371
7,51,Nabiganj,Inathganj,3374
7,51,Nabiganj,Nabiganj,3370
7,52,Baralekha,Baralekha,3250
7,52,Baralekha,Dhakkhinbag,3252
7,52,Baralekha,Juri,3251
7,52,Baralekha,Purbashahabajpur,3253
7,52,Kamalganj,Kamalganj,3220
7,52,Kamalganj,Keramatnaga,3221
7,52,Kamalganj,Munshibazar,3224
7,52,Kamalganj,Patrakhola,3222
7,52,Kamalganj,Shamsher Nagar,3223
7,52,Kulaura,Baramchal,3237
7,52,Kulaura,Kajaldhara,3234
7,52,Kulaura,Karimpur,3235
7,52,Kulaura,Kulaura,3230
7,52,Kulaura,Langla,3232
7,52,Kulaura,Prithimpasha,3233
7,52,Kulaura,Tillagaon,3231
7,52,Moulvibazar Sadar,Afrozganj,3203
7,52,Moulvibazar Sadar,Barakapan,3201
7,52,Moulvibazar Sadar,Monumukh,3202
7,52,Moulvibazar Sadar,Moulvibazar Sadar,3200
7,52,Rajnagar,Rajnagar,3240
7,52,Srimangal,Kalighat,3212
7,52,Srimangal,Khejurichhara,3213
7,52,Srimangal,Narain Chora,3211
7,52,Srimangal,Satgaon,3214
7,52,Srimangal,Srimangal,3210
7,53,Bishamsarpur,Bishamsapur,3010
7,53,Chhatak,Chhatak,3080
7,53,Chhatak,Chhatak Cement Facto,3081
7,53,Chhatak,Chhatak Paper Mills,3082
7,53,Chhatak,Chourangi Bazar,3893
7,53,Chhatak,Gabindaganj,3083
7,53,Chhatak,Gabindaganj Natun Ba,3084
7,53,Chhatak,Islamabad,3088
7,53,Chhatak,jahidpur,3087
7,53,Chhatak,Khurma,3085
7,53,Chhatak,Moinpur,3086
7,53,Dhirai Chandpur,Dhirai Chandpur,3040
7,53,Dhirai Chandpur,Jagdal,3041
7,53,Duara bazar,Duara bazar,3070
7,53,Ghungiar,Ghungiar,3050
7,53,Jagnnathpur,Atuajan,3062
7,53,Jagnnathpur,Hasan Fatemapur,3063
7,53,Jagnnathpur,Jagnnathpur,3060
7,53,Jagnnathpur,Rasulganj,3064
7,53,Jagnnathpur,Shiramsi,3065
7,53,Jagnnathpur,Syedpur,3061
7,53,Sachna,Sachna,3020
7,53,Sunamganj Sadar,Pagla,3001
7,53,Sunamganj Sadar,Patharia,3002
7,53,Sunamganj Sadar,Sunamganj Sadar,3000
7,53,Tahirpur,Tahirpur,3030
7,54,Balaganj,Balaganj,3120
7,54,Balaganj,Begumpur,3125
7,54,Balaganj,Brahman Shashon,3122
7,54,Balaganj,Gaharpur,3128
7,54,Balaganj,Goala Bazar,3124
7,54,Balaganj,Karua,3121
7,54,Balaganj,Kathal Khair,3127
7,54,Balaganj,Natun Bazar,3129
7,54,Balaganj,Omarpur,3126
7,54,Balaganj,Tajpur,3123
7,54,Bianibazar,Bianibazar,3170
7,54,Bianibazar,Churkai,3175
7,54,Bianibazar,jaldup,3171
7,54,Bianibazar,Kurar bazar,3173
7,54,Bianibazar,Mathiura,3172
7,54,Bianibazar,Salia bazar,3174
7,54,Bishwanath,Bishwanath,3130
7,54,Bishwanath,Dashghar,3131
7,54,Bishwanath,Deokalas,3133
7,54,Bishwanath,Doulathpur,3132
7,54,Bishwanath,Singer kanch,3134
7,54,Fenchuganj,Fenchuganj,3116
7,54,Fenchuganj,Fenchuganj SareKarkh,3117
7,54,Goainhat,Chiknagul,3152
7,54,Goainhat,Goainhat,3150
7,54,Goainhat,Jaflong,3151
7,54,Gopalganj,banigram,3164
7,54,Gopalganj,Chandanpur,3165
7,54,Gopalganj,Dakkhin Bhadashore,3162
7,54,Gopalganj,Dhaka Dakkhin,3161
7,54,Gopalganj,Gopalgannj,3160
7,54,Gopalganj,Ranaping,3163
7,54,Jaintapur,Jainthapur,3156
7,54,Jakiganj,Ichhamati,3191
7,54,Jakiganj,Jakiganj,3190
7,54,Kanaighat,Chatulbazar,3181
7,54,Kanaighat,Gachbari,3183
7,54,Kanaighat,Kanaighat,3180
7,54,Kanaighat,Manikganj,3182
7,54,Kompanyganj,Kompanyganj,3140
7,54,Sylhet Sadar,Birahimpur,3106
7,54,Sylhet Sadar,Jalalabad,3107
7,54,Sylhet Sadar,Jalalabad Cantoment,3104
7,54,Sylhet Sadar,Kadamtali,3111
7,54,Sylhet Sadar,Kamalbazer,3112
7,54,Sylhet Sadar,Khadimnagar,3103
7,54,Sylhet Sadar,Lalbazar,3113
7,54,Sylhet Sadar,Mogla,3108
7,54,Sylhet Sadar,Ranga Hajiganj,3109
7,54,Sylhet Sadar,Shahajalal Science &,3114
7,54,Sylhet Sadar,Silam,3105
7,54,Sylhet Sadar,Sylhe Sadar,3100
7,54,Sylhet Sadar,Sylhet Biman Bondar,3102
7,54,Sylhet Sadar,Sylhet Cadet Col,3101
